id,yn
448,1
1941,0
595,0
1974,0
609,1
1126,0
514,0
902,0
103,1
2022,0
722,0
750,0
1667,0
1767,0
1608,0
2074,0
1789,0
1517,0
2140,0
2112,0
879,0
1056,0
1967,0
1638,0
122,0
2013,0
1492,0
1358,0
1723,0
768,0
1316,0
1367,0
1822,0
990,0
1706,0
600,1
857,0
105,0
2041,0
649,0
837,0
1377,0
266,0
859,0
1182,0
401,0
2141,0
1075,0
651,0
885,0
2069,1
117,0
1204,0
1364,0
870,0
804,1
1744,0
291,1
890,0
863,0
286,0
1508,0
1672,0
339,0
2134,0
612,0
1614,0
1134,0
1900,0
1853,0
1755,0
2071,1
392,0
146,0
901,0
563,0
151,0
1893,0
746,0
1595,0
458,0
538,0
2078,0
868,0
1780,1
1557,0
934,0
581,0
2027,0
1134,0
986,0
353,0
118,0
1748,0
961,0
2060,0
161,0
214,0
1463,0
442,1
917,0
1129,0
1368,0
1099,0
1758,0
170,0
1639,0
1468,1
1522,0
1242,0
458,0
1747,0
881,0
1720,0
1399,0
700,0
711,0
2171,0
1963,0
1657,0
1549,0
1461,0
1770,0
1068,0
863,0
576,0
1999,0
1036,0
1239,1
2051,0
500,0
119,0
1098,0
745,0
2135,0
1180,0
705,0
696,0
793,0
586,0
1619,0
1522,0
106,0
665,0
49,0
1787,0
144,0
402,0
662,0
1540,0
1294,0
1332,1
1682,0
872,0
1652,0
346,0
1364,0
1062,0
588,0
261,0
1709,0
1975,0
415,0
1381,0
558,0
1464,1
1486,0
1698,0
1195,0
1542,0
1493,0
1736,0
2061,0
1940,1
840,0
2127,0
252,0
1261,0
331,0
427,0
175,0
393,0
1137,0
1178,0
201,0
2031,0
1892,0
1037,1
2087,0
385,0
1436,0
90,1
761,0
1280,0
1525,1
