id,lat,lon,date1,date2,yn
310-4-5,45.430718,-75.652727,2015,2015,no
410-0-1,45.433551,-75.656536,2007,2009,no
410-1-2,45.433551,-75.656536,2009,2012,no
410-2-3,45.433551,-75.656536,2012,2014,no
410-3-4,45.433551,-75.656536,2014,2015,no
382-0-1,45.432770,-75.680250,2009,2012,no
382-1-2,45.432770,-75.680250,2012,2014,no
382-2-3,45.432770,-75.680250,2014,2015,no
382-3-4,45.432770,-75.680250,2015,2015,no
382-4-5,45.432770,-75.680250,2015,2016,no
504-0-1,45.436291,-75.654951,2007,2012,no
504-1-2,45.436291,-75.654951,2012,2014,no
504-2-3,45.436291,-75.654951,2014,2015,no
504-3-4,45.436291,-75.654951,2015,2015,no
504-4-5,45.436291,-75.654951,2015,2015,no
504-5-6,45.436291,-75.654951,2015,2016,no
260-0-1,45.408222,-75.730296,2012,2014,no
260-1-2,45.408222,-75.730296,2014,2015,no
434-0-1,45.434406,-75.684463,2009,2012,no
434-1-2,45.434406,-75.684463,2012,2015,no
434-2-3,45.434406,-75.684463,2015,2016,no
295-0-1,45.430194,-75.667018,2007,2012,no
295-1-2,45.430194,-75.667018,2012,2014,no
295-2-3,45.430194,-75.667018,2014,2015,no
295-3-4,45.430194,-75.667018,2015,2016,no
282-0-1,45.410921,-75.734130,2012,2012,no
282-1-2,45.410921,-75.734130,2012,2016,no
389-0-1,45.433046,-75.677595,2007,2009,no
389-1-2,45.433046,-75.677595,2009,2012,no
389-2-3,45.433046,-75.677595,2012,2012,no
389-3-4,45.433046,-75.677595,2012,2014,no
389-4-5,45.433046,-75.677595,2014,2015,no
326-0-1,45.431116,-75.663606,2007,2012,no
326-1-2,45.431116,-75.663606,2012,2014,no
326-2-3,45.431116,-75.663606,2014,2014,no
326-3-4,45.431116,-75.663606,2014,2015,no
326-4-5,45.431116,-75.663606,2015,2015,no
326-5-6,45.431116,-75.663606,2015,2016,no
315-0-1,45.430792,-75.656429,2014,2015,no
315-1-2,45.430792,-75.656429,2015,2015,no
297-0-1,45.430254,-75.663879,2007,2012,no
297-1-2,45.430254,-75.663879,2012,2014,no
297-2-3,45.430254,-75.663879,2014,2014,no
297-3-4,45.430254,-75.663879,2014,2014,no
297-4-5,45.430254,-75.663879,2014,2015,no
297-5-6,45.430254,-75.663879,2015,2015,no
297-6-7,45.430254,-75.663879,2015,2015,no
297-7-8,45.430254,-75.663879,2015,2016,no
367-0-1,45.432029,-75.662269,2007,2009,no
367-1-2,45.432029,-75.662269,2009,2012,no
367-2-3,45.432029,-75.662269,2012,2014,no
367-3-4,45.432029,-75.662269,2014,2015,no
367-4-5,45.432029,-75.662269,2015,2015,no
328-0-1,45.431167,-75.657016,2009,2012,no
328-1-2,45.431167,-75.657016,2012,2012,no
328-2-3,45.431167,-75.657016,2012,2014,no
328-3-4,45.431167,-75.657016,2014,2015,no
16-0-1,45.383713,-75.749840,2012,2014,no
16-1-2,45.383713,-75.749840,2014,2014,no
16-2-3,45.383713,-75.749840,2014,2015,no
16-3-4,45.383713,-75.749840,2015,2016,no
543-0-1,45.437287,-75.664627,2007,2009,no
543-1-2,45.437287,-75.664627,2009,2014,no
543-2-3,45.437287,-75.664627,2014,2015,no
543-3-4,45.437287,-75.664627,2015,2015,no
543-4-5,45.437287,-75.664627,2015,2015,no
543-5-6,45.437287,-75.664627,2015,2016,no
602-0-1,45.439112,-75.659027,2009,2012,no
602-1-2,45.439112,-75.659027,2012,2012,no
602-2-3,45.439112,-75.659027,2012,2014,no
602-3-4,45.439112,-75.659027,2014,2015,no
337-0-1,45.431357,-75.660046,2014,2015,no
337-1-2,45.431357,-75.660046,2015,2016,no
473-0-1,45.435536,-75.652016,2007,2009,no
473-1-2,45.435536,-75.652016,2009,2012,no
473-2-3,45.435536,-75.652016,2012,2014,no
473-3-4,45.435536,-75.652016,2014,2015,no
419-0-1,45.433913,-75.645522,2007,2009,no
419-1-2,45.433913,-75.645522,2009,2012,no
419-2-3,45.433913,-75.645522,2012,2014,no
419-3-4,45.433913,-75.645522,2014,2015,no
419-4-5,45.433913,-75.645522,2015,2015,no
126-0-1,45.394027,-75.745762,2007,2014,no
126-1-2,45.394027,-75.745762,2014,2015,no
200-0-1,45.403388,-75.715575,2007,2009,no
200-1-2,45.403388,-75.715575,2009,2012,no
200-2-3,45.403388,-75.715575,2012,2014,no
200-3-4,45.403388,-75.715575,2014,2014,no
200-4-5,45.403388,-75.715575,2014,2015,no
200-5-6,45.403388,-75.715575,2015,2015,no
200-6-7,45.403388,-75.715575,2015,2016,no
662-0-1,45.442674,-75.675085,2007,2009,no
662-1-2,45.442674,-75.675085,2009,2012,no
662-2-3,45.442674,-75.675085,2012,2014,no
662-3-4,45.442674,-75.675085,2014,2015,no
454-0-1,45.435255,-75.671345,2007,2009,no
454-1-2,45.435255,-75.671345,2009,2012,no
454-2-3,45.435255,-75.671345,2012,2016,no
112-0-1,45.391998,-75.738918,2007,2007,no
112-1-2,45.391998,-75.738918,2007,2009,no
112-2-3,45.391998,-75.738918,2009,2012,no
112-3-4,45.391998,-75.738918,2012,2012,no
112-4-5,45.391998,-75.738918,2012,2016,no
208-0-1,45.403966,-75.724468,2007,2009,no
208-1-2,45.403966,-75.724468,2009,2012,no
208-2-3,45.403966,-75.724468,2012,2012,no
208-3-4,45.403966,-75.724468,2012,2014,no
208-4-5,45.403966,-75.724468,2014,2014,no
208-5-6,45.403966,-75.724468,2014,2015,no
208-6-7,45.403966,-75.724468,2015,2015,no
208-7-8,45.403966,-75.724468,2015,2016,no
224-0-1,45.405979,-75.730077,2007,2009,no
224-1-2,45.405979,-75.730077,2009,2014,no
224-2-3,45.405979,-75.730077,2014,2015,no
546-0-1,45.437517,-75.658525,2009,2012,yes
546-1-2,45.437517,-75.658525,2012,2014,yes
546-2-3,45.437517,-75.658525,2014,2015,no
96-0-1,45.391225,-75.742755,2007,2009,no
96-1-2,45.391225,-75.742755,2009,2012,no
96-2-3,45.391225,-75.742755,2012,2015,no
229-0-1,45.406509,-75.727743,2007,2012,no
229-1-2,45.406509,-75.727743,2012,2012,no
229-2-3,45.406509,-75.727743,2012,2014,no
229-3-4,45.406509,-75.727743,2014,2014,no
229-4-5,45.406509,-75.727743,2014,2015,no
229-5-6,45.406509,-75.727743,2015,2015,no
229-6-7,45.406509,-75.727743,2015,2015,no
229-7-8,45.406509,-75.727743,2015,2016,no
431-0-1,45.434357,-75.651995,2009,2012,no
431-1-2,45.434357,-75.651995,2012,2014,no
431-2-3,45.434357,-75.651995,2014,2015,no
431-3-4,45.434357,-75.651995,2015,2015,no
246-0-1,45.407303,-75.725864,2012,2014,no
246-1-2,45.407303,-75.725864,2014,2015,no
246-2-3,45.407303,-75.725864,2015,2015,no
246-3-4,45.407303,-75.725864,2015,2015,no
246-4-5,45.407303,-75.725864,2015,2015,no
246-5-6,45.407303,-75.725864,2015,2016,no
449-0-1,45.435056,-75.658848,2007,2009,no
449-1-2,45.435056,-75.658848,2009,2012,no
449-2-3,45.435056,-75.658848,2012,2014,no
449-3-4,45.435056,-75.658848,2014,2015,no
449-4-5,45.435056,-75.658848,2015,2016,no
578-0-1,45.438225,-75.664762,2007,2012,no
578-1-2,45.438225,-75.664762,2012,2014,no
578-2-3,45.438225,-75.664762,2014,2015,no
578-3-4,45.438225,-75.664762,2015,2015,no
578-4-5,45.438225,-75.664762,2015,2016,no
468-0-1,45.435458,-75.690278,2007,2009,no
468-1-2,45.435458,-75.690278,2009,2012,no
468-2-3,45.435458,-75.690278,2012,2012,no
468-3-4,45.435458,-75.690278,2012,2014,no
468-4-5,45.435458,-75.690278,2014,2015,no
468-5-6,45.435458,-75.690278,2015,2016,no
38-0-1,45.386673,-75.749255,2007,2009,no
38-1-2,45.386673,-75.749255,2009,2012,no
38-2-3,45.386673,-75.749255,2012,2014,no
38-3-4,45.386673,-75.749255,2014,2014,no
38-4-5,45.386673,-75.749255,2014,2015,no
312-0-1,45.430771,-75.656788,2014,2015,no
312-1-2,45.430771,-75.656788,2015,2015,no
230-0-1,45.406552,-75.726544,2007,2012,no
230-1-2,45.406552,-75.726544,2012,2014,no
230-2-3,45.406552,-75.726544,2014,2014,no
230-3-4,45.406552,-75.726544,2014,2015,no
320-0-1,45.430882,-75.659809,2014,2015,no
320-1-2,45.430882,-75.659809,2015,2016,no
217-0-1,45.404636,-75.719476,2007,2009,no
217-1-2,45.404636,-75.719476,2009,2014,no
217-2-3,45.404636,-75.719476,2014,2015,no
217-3-4,45.404636,-75.719476,2015,2016,no
45-0-1,45.386925,-75.748380,2007,2009,no
45-1-2,45.386925,-75.748380,2009,2012,no
45-2-3,45.386925,-75.748380,2012,2014,no
45-3-4,45.386925,-75.748380,2014,2014,no
45-4-5,45.386925,-75.748380,2014,2015,no
387-0-1,45.432955,-75.669716,2012,2016,no
500-0-1,45.436244,-75.681083,2014,2014,no
500-1-2,45.436244,-75.681083,2014,2015,no
500-2-3,45.436244,-75.681083,2015,2015,no
500-3-4,45.436244,-75.681083,2015,2015,no
500-4-5,45.436244,-75.681083,2015,2015,no
500-5-6,45.436244,-75.681083,2015,2016,no
633-0-1,45.440516,-75.673352,2007,2014,no
633-1-2,45.440516,-75.673352,2014,2015,no
178-0-1,45.402006,-75.723112,2009,2012,no
178-1-2,45.402006,-75.723112,2012,2014,no
178-2-3,45.402006,-75.723112,2014,2015,no
178-3-4,45.402006,-75.723112,2015,2016,no
641-0-1,45.441427,-75.669913,2012,2012,no
641-1-2,45.441427,-75.669913,2012,2014,no
641-2-3,45.441427,-75.669913,2014,2015,no
641-3-4,45.441427,-75.669913,2015,2016,no
524-0-1,45.436821,-75.652175,2009,2012,no
524-1-2,45.436821,-75.652175,2012,2014,no
524-2-3,45.436821,-75.652175,2014,2015,no
683-0-1,45.444265,-75.670383,2007,2009,no
683-1-2,45.444265,-75.670383,2009,2012,no
683-2-3,45.444265,-75.670383,2012,2014,no
683-3-4,45.444265,-75.670383,2014,2015,no
683-4-5,45.444265,-75.670383,2015,2016,no
306-0-1,45.430509,-75.647986,2007,2009,no
306-1-2,45.430509,-75.647986,2009,2012,no
306-2-3,45.430509,-75.647986,2012,2014,no
306-3-4,45.430509,-75.647986,2014,2015,no
306-4-5,45.430509,-75.647986,2015,2015,no
359-0-1,45.431845,-75.679657,2007,2009,no
359-1-2,45.431845,-75.679657,2009,2012,no
359-2-3,45.431845,-75.679657,2012,2014,no
359-3-4,45.431845,-75.679657,2014,2015,no
101-0-1,45.391354,-75.752272,2007,2009,no
101-1-2,45.391354,-75.752272,2009,2012,no
101-2-3,45.391354,-75.752272,2012,2014,no
101-3-4,45.391354,-75.752272,2014,2015,no
101-4-5,45.391354,-75.752272,2015,2015,no
221-0-1,45.404902,-75.726451,2007,2009,no
221-1-2,45.404902,-75.726451,2009,2012,no
221-2-3,45.404902,-75.726451,2012,2014,yes
221-3-4,45.404902,-75.726451,2014,2015,yes
164-0-1,45.400450,-75.721062,2007,2014,yes
164-1-2,45.400450,-75.721062,2014,2014,no
164-2-3,45.400450,-75.721062,2014,2015,no
164-3-4,45.400450,-75.721062,2015,2016,no
515-0-1,45.436447,-75.660649,2007,2012,no
515-1-2,45.436447,-75.660649,2012,2012,no
515-2-3,45.436447,-75.660649,2012,2014,no
515-3-4,45.436447,-75.660649,2014,2014,no
515-4-5,45.436447,-75.660649,2014,2014,no
515-5-6,45.436447,-75.660649,2014,2014,no
515-6-7,45.436447,-75.660649,2014,2015,no
515-7-8,45.436447,-75.660649,2015,2015,no
515-8-9,45.436447,-75.660649,2015,2015,no
515-9-10,45.436447,-75.660649,2015,2016,no
450-0-1,45.435168,-75.663955,2007,2012,no
450-1-2,45.435168,-75.663955,2012,2012,no
450-2-3,45.435168,-75.663955,2012,2015,yes
450-3-4,45.435168,-75.663955,2015,2015,no
450-4-5,45.435168,-75.663955,2015,2016,no
616-0-1,45.439730,-75.655104,2009,2012,no
616-1-2,45.439730,-75.655104,2012,2012,no
616-2-3,45.439730,-75.655104,2012,2014,no
616-3-4,45.439730,-75.655104,2014,2015,no
616-4-5,45.439730,-75.655104,2015,2015,no
616-5-6,45.439730,-75.655104,2015,2016,no
411-0-1,45.433601,-75.687495,2009,2012,no
411-1-2,45.433601,-75.687495,2012,2012,no
411-2-3,45.433601,-75.687495,2012,2014,no
411-3-4,45.433601,-75.687495,2014,2015,no
411-4-5,45.433601,-75.687495,2015,2016,no
182-0-1,45.402259,-75.719296,2007,2009,no
182-1-2,45.402259,-75.719296,2009,2012,no
182-2-3,45.402259,-75.719296,2012,2014,no
182-3-4,45.402259,-75.719296,2014,2014,no
182-4-5,45.402259,-75.719296,2014,2015,no
182-5-6,45.402259,-75.719296,2015,2015,no
182-6-7,45.402259,-75.719296,2015,2016,no
192-0-1,45.402715,-75.729934,2007,2009,no
192-1-2,45.402715,-75.729934,2009,2012,no
192-2-3,45.402715,-75.729934,2012,2014,no
192-3-4,45.402715,-75.729934,2014,2015,no
192-4-5,45.402715,-75.729934,2015,2016,no
349-0-1,45.431571,-75.645285,2007,2009,no
349-1-2,45.431571,-75.645285,2009,2015,no
349-2-3,45.431571,-75.645285,2015,2016,no
690-0-1,45.447324,-75.668619,2009,2012,no
690-1-2,45.447324,-75.668619,2012,2012,no
690-2-3,45.447324,-75.668619,2012,2014,no
690-3-4,45.447324,-75.668619,2014,2014,no
690-4-5,45.447324,-75.668619,2014,2015,no
690-5-6,45.447324,-75.668619,2015,2015,no
690-6-7,45.447324,-75.668619,2015,2016,no
197-0-1,45.403178,-75.728352,2007,2012,no
197-1-2,45.403178,-75.728352,2012,2014,no
197-2-3,45.403178,-75.728352,2014,2015,no
197-3-4,45.403178,-75.728352,2015,2016,no
145-0-1,45.396719,-75.743010,2007,2012,no
145-1-2,45.396719,-75.743010,2012,2015,yes
485-0-1,45.435940,-75.667288,2007,2009,no
485-1-2,45.435940,-75.667288,2009,2012,no
485-2-3,45.435940,-75.667288,2012,2015,no
610-0-1,45.439489,-75.677487,2007,2009,no
610-1-2,45.439489,-75.677487,2009,2012,no
610-2-3,45.439489,-75.677487,2012,2012,no
610-3-4,45.439489,-75.677487,2012,2014,no
610-4-5,45.439489,-75.677487,2014,2015,no
610-5-6,45.439489,-75.677487,2015,2015,no
610-6-7,45.439489,-75.677487,2015,2016,yes
77-0-1,45.389630,-75.736510,2007,2009,no
77-1-2,45.389630,-75.736510,2009,2012,no
77-2-3,45.389630,-75.736510,2012,2016,no
130-0-1,45.394478,-75.746299,2012,2012,no
130-1-2,45.394478,-75.746299,2012,2012,no
130-2-3,45.394478,-75.746299,2012,2015,no
130-3-4,45.394478,-75.746299,2015,2015,no
130-4-5,45.394478,-75.746299,2015,2016,no
71-0-1,45.389033,-75.743723,2009,2012,no
71-1-2,45.389033,-75.743723,2012,2014,no
71-2-3,45.389033,-75.743723,2014,2015,no
478-0-1,45.435623,-75.657856,2007,2009,no
478-1-2,45.435623,-75.657856,2009,2012,no
478-2-3,45.435623,-75.657856,2012,2014,no
478-3-4,45.435623,-75.657856,2014,2015,no
213-0-1,45.404382,-75.725204,2007,2009,no
213-1-2,45.404382,-75.725204,2009,2012,no
213-2-3,45.404382,-75.725204,2012,2014,no
213-3-4,45.404382,-75.725204,2014,2015,no
213-4-5,45.404382,-75.725204,2015,2016,no
654-0-1,45.442493,-75.673042,2014,2015,no
654-1-2,45.442493,-75.673042,2015,2016,no
394-0-1,45.433165,-75.662404,2009,2014,no
394-1-2,45.433165,-75.662404,2014,2015,no
394-2-3,45.433165,-75.662404,2015,2015,no
393-0-1,45.433141,-75.676811,2012,2014,no
393-1-2,45.433141,-75.676811,2014,2015,no
427-0-1,45.434284,-75.687745,2007,2009,no
427-1-2,45.434284,-75.687745,2009,2012,no
427-2-3,45.434284,-75.687745,2012,2012,no
427-3-4,45.434284,-75.687745,2012,2014,no
